bordId;datumPlaat_v2;aanzichtid_v2;opstelling_v2;copyDatum_v2;xcoord_v2;ycoord_v2;bordcode;parameters_v2;name;help;wiki;key;value;confusion_possible
2630100;9/1/2021;1742161;1228073;9/16/2021;80361,2000999972;194688,3301;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2630189;9/2/2021;1742239;1228105;9/16/2021;82943,1701000035;193917,030099999;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2630352;9/2/2021;1742347;1228141;9/16/2021;81350,4900999963;194243,2601;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2631872;9/8/2021;1743196;1228478;9/16/2021;44821,5001000017;169949,375100002;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2634018;9/13/2021;1744194;1228842;9/16/2021;44834,8125;169992,0781;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2635782;9/6/2021;1745177;1229191;9/16/2021;103423,341700003;187150,906100001;C43;50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2636627;9/14/2021;1745582;1229371;9/16/2021;234906,625100002;208916,375100002;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2636741;9/15/2021;1745643;1229398;9/16/2021;235548,125100002;206661,750100002;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2637190;9/15/2021;1745891;1229484;9/16/2021;235548,125100002;206661,750100002;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2637210;9/14/2021;1745901;1229489;9/16/2021;234906,625100002;208916,375100002;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2637907;9/16/2021;1746260;376624;9/16/2021;207749,750500001;168652,585700002;C43;50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2638013;9/16/2021;1746328;60350;9/16/2021;207729,594099998;168598,804499999;C43;50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2638367;9/16/2021;1746528;60373;9/16/2021;207776,437899999;168857,741900001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2638450;9/15/2021;1746573;1229722;9/16/2021;56501,7400999963;193499,800099999;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2638454;9/15/2021;1746575;1229723;9/16/2021;56055,4100999981;193031,180100001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628996;8/26/2021;1741554;1227794;9/16/2021;163331,191299997;181201,1877;C45;50;End of speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ; 
2630081;9/2/2021;1742135;1228060;9/16/2021;79744,9100999981;194791,680100001;C45;50;End of speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ; 
2634024;9/13/2021;1744198;1228846;9/16/2021;44810,3751000017;169956,765700001;C45;50;End of speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ; 
2635691;9/6/2021;1745124;1209184;9/16/2021;103433,4705;187148,799699999;C45;50;End of speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ; 
2628327;8/31/2021;1741135;806652;9/16/2021;81864,557099998;192988,897100002;C5; ;Motorcars prohibited; ;Key:motorcar; ; ;1
2637303;9/15/2021;1745959;1229509;9/16/2021;156759,770099998;229832,270100001;C5-C7; ;Motorcars and motorcycles prohibited; ;Key:motorcar; ; ;1
2622093;8/19/2021;1737430;1226445;9/16/2021;249823,375100002;161263,125100002;C6; ;Quads prohibited; ; ;atv;no; 
2632919;9/8/2021;1743783;1169343;9/16/2021;76274,6875;200554,375100002;D10; ;Pedestrian and bicycle path; ; ;access; ; 
2632920;9/8/2021;1743784;1228272;9/16/2021;76274,6875;200554,375100002;D10; ;Pedestrian and bicycle path; ; ;access; ; 
2622164;8/19/2021;1737476;1226429;9/16/2021;250431,625100002;161013,625100002;F101c; ;End of access only for pedestrians, cyclists, horses and agricultural; ; ;agricultural;yes; 
2637279;9/15/2021;1745945;1229502;9/16/2021;156850,800099999;229869,730099998;F101c; ;End of access only for pedestrians, cyclists, horses and agricultural; ; ;agricultural;yes; 
2633964;9/1/2021;1744155;1228762;9/16/2021;70063,5100999996;211782,327500001;F103;met opschrift|UITGEZONDERD
LADEN EN LOSSEN
VAN 6U TOT 11U
EN VAN 19U TOT 21U;Pedestrian zone; ;Tag:highway%3Dpedestrian; ; ;1
2634028;9/1/2021;1744200;1228847;9/16/2021;70083,2725000009;211792,245099999;F103;met opschrift|UITGEZONDERD
LADEN EN LOSSEN
VAN 6U TOT 11U
EN VAN 19U TOT 21U;Pedestrian zone; ;Tag:highway%3Dpedestrian; ; ;1
2634031;9/1/2021;1744203;1228767;9/16/2021;70101,4474999979;211776,577500001;F103;met opschrift|UITGEZONDERD
LADEN EN LOSSEN
VAN 6U TOT 11U
EN VAN 19U TOT 21U;Pedestrian zone; ;Tag:highway%3Dpedestrian; ; ;1
2634033;9/1/2021;1744205;1221599;9/16/2021;70133,2101000026;211800,870099999;F103;met opschrift|UITGEZONDERD
LADEN EN LOSSEN
VAN 6U TOT 11U
EN VAN 19U TOT 21U;Pedestrian zone; ;Tag:highway%3Dpedestrian; ; ;1
2626377;8/26/2021;1739951;1227324;9/16/2021;103236,238899998;190905,267099999;F11; ;End trunk road; ; ; ; ; 
2626989;8/29/2021;1740311;1227440;9/16/2021;173929,146899998;182447,210299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2626992;8/29/2021;1740313;1227442;9/16/2021;173965,3345;182404,585299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2626993;8/29/2021;1740315;1227444;9/16/2021;173987,396899998;182294,522700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2626997;8/29/2021;1740318;1227445;9/16/2021;173984,271899998;182291,022700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627001;8/29/2021;1740320;1227447;9/16/2021;173855,896899998;182123,772700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627029;8/29/2021;1740337;1227458;9/16/2021;177139,396899998;182004,960299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627049;8/29/2021;1740346;1227459;9/16/2021;177287,928099997;181957,929099999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627070;8/29/2021;1740356;1227461;9/16/2021;176580,271899998;182939,460299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627077;8/29/2021;1740359;1227462;9/16/2021;176884,9595;183544,835299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627148;8/29/2021;1740401;1227476;9/16/2021;176012,8345;183880,460299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627154;8/29/2021;1740404;1227478;9/16/2021;176267,0845;183532,522700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627164;8/29/2021;1740409;1227479;9/16/2021;176098,7095;183821,147700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627166;8/29/2021;1740411;1227481;9/16/2021;176090,8345;183843,085299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627176;8/29/2021;1740415;1227482;9/16/2021;176226,396899998;184168,897700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627177;8/29/2021;1740416;1227483;9/16/2021;176235,396899998;184172,272700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627181;8/29/2021;1740420;1227487;9/16/2021;176280,396899998;184250,397700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627182;8/29/2021;1740421;1227488;9/16/2021;173283,4595;184784,085299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627183;8/29/2021;1740422;1227489;9/16/2021;173274,4595;184778,022700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627186;8/29/2021;1740425;1227492;9/16/2021;172829,4595;184584,460299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627187;8/29/2021;1740426;1227493;9/16/2021;172869,9595;184600,710299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627188;8/29/2021;1740427;1227494;9/16/2021;172790,2095;184571,460299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627191;8/29/2021;1740429;1227495;9/16/2021;172802,8345;184581,897700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627192;8/29/2021;1740430;1227496;9/16/2021;172861,021899998;184604,335299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627193;8/29/2021;1740431;1227497;9/16/2021;173046,146899998;184668,960299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627194;8/29/2021;1740432;1227498;9/16/2021;173028,896899998;184674,460299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627195;8/29/2021;1740433;1227499;9/16/2021;173051,646899998;184690,210299999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627202;8/29/2021;1740436;1227500;9/16/2021;172698,7095;184495,897700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627206;8/29/2021;1740440;1227504;9/16/2021;173129,8345;184708,897700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627207;8/29/2021;1740441;1227505;9/16/2021;173138,3345;184703,897700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627208;8/29/2021;1740442;1227506;9/16/2021;173857,9595;184969,272700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627211;8/29/2021;1740444;1227508;9/16/2021;173477,9595;185026,022700001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627214;8/29/2021;1740446;1227509;9/16/2021;174238,428099997;185261,054099999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627280;8/30/2021;1740479;1227530;9/16/2021;176285,031300001;181859,093699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627318;8/30/2021;1740497;1227533;9/16/2021;173886,6875;182710,093699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627340;8/30/2021;1740506;1227537;9/16/2021;174782,250100002;182832,781300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627343;8/30/2021;1740507;1227538;9/16/2021;174795,125100002;182796,156300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627350;8/30/2021;1740509;1227539;9/16/2021;174845,250100002;182674,968699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627358;8/30/2021;1740514;1227542;9/16/2021;174623,750100002;183703,218699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627364;8/30/2021;1740516;1227543;9/16/2021;174742,875100002;183077,281300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627365;8/30/2021;1740517;1227544;9/16/2021;174737,000100002;183067,843699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627368;8/30/2021;1740519;1227546;9/16/2021;174739,6875;183024,781300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627369;8/30/2021;1740520;1227547;9/16/2021;174734,8125;183046,781300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2627379;8/30/2021;1740528;1227552;9/16/2021;176926,125100002;183352,906300001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2628437;8/30/2021;1741214;1227646;9/16/2021;176597,781300001;181929,4375;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631663;8/23/2021;1743058;1228425;9/16/2021;69129,0324999988;211916,8125;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631664;8/23/2021;1743059;1129287;9/16/2021;69119,4701000005;211927,500100002;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631713;8/23/2021;1743093;1228435;9/16/2021;69051,0951000005;211942,718699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631734;8/23/2021;1743114;1228438;9/16/2021;68624,5324999988;212185,218699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631745;8/23/2021;1743122;419624;9/16/2021;68544,6574999988;212370,718699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631753;8/23/2021;1743127;1228444;9/16/2021;68541,2824999988;212353,343699999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631779;8/23/2021;1743145;1129359;9/16/2021;68812,188699998;212507,5625;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631782;8/23/2021;1743147;1228452;9/16/2021;68802,688699998;212492,0625;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631790;8/23/2021;1743150;989910;9/16/2021;68779,0925000012;212398,607500002;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631792;8/23/2021;1743151;989911;9/16/2021;68768,3425000012;212375,7951;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631802;8/23/2021;1743155;991907;9/16/2021;68796,7801000029;212293,1701;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631826;8/23/2021;1743172;1228468;9/16/2021;68789,813699998;212317,3125;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631841;8/23/2021;1743180;1129421;9/16/2021;69009,188699998;212216,4375;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631842;8/23/2021;1743181;1228472;9/16/2021;69030,313699998;212203,1875;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631847;8/23/2021;1743185;1129445;9/16/2021;69096,4675000012;212183,232500002;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631864;8/23/2021;1743192;1129456;9/16/2021;69212,813699998;212143,6875;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631888;8/23/2021;1743208;415883;9/16/2021;69334,8660999984;212220,4745;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631890;8/23/2021;1743210;1228483;9/16/2021;69355,813699998;212240,1875;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631981;8/23/2021;1743272;1228529;9/16/2021;69447,7924999967;212434,368900001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631992;8/23/2021;1743280;419367;9/16/2021;69737,7651000023;212747,871100001;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631993;8/23/2021;1743281;1228530;9/16/2021;69716,2924999967;212738,712499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631994;8/23/2021;1743282;1228531;9/16/2021;69688,2924999967;212690,837499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2631996;8/23/2021;1743283;415914;9/16/2021;69666,5910999998;212683,4595;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2632002;8/23/2021;1743287;1228532;9/16/2021;69632,2924999967;212642,462499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2632005;8/23/2021;1743289;1228533;9/16/2021;69656,0424999967;212653,712499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2632007;8/23/2021;1743291;1228534;9/16/2021;69568,5424999967;212569,462499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2632008;8/23/2021;1743292;1228535;9/16/2021;69588,5424999967;212576,587499999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2635825;9/3/2021;1745204;1229212;9/16/2021;105708,871100001;191332,668099999;F111; ;Bicycle road; ; ;source:maxspeed;BE:bicycle_road; 
2624246;8/23/2021;1738714;1226882;9/16/2021;158090,130099997;209980,200100001;F12a; ;Living street; ;Tag:highway%3Dliving_street;maxspeed;20; 
2629015;9/1/2021;1741568;1227800;9/16/2021;207048,2601;199517,2401;F12a; ;Living street; ;Tag:highway%3Dliving_street;maxspeed;20; 
2637901;9/16/2021;1746257;1229612;9/16/2021;77141,9800999984;174453,430100001;F12a; ;Living street; ;Tag:highway%3Dliving_street;maxspeed;20; 
2637928;9/16/2021;1746271;1229621;9/16/2021;76970,9800999984;174307,290100001;F12a; ;Living street; ;Tag:highway%3Dliving_street;maxspeed;20; 
2638030;9/16/2021;1746339;1229661;9/16/2021;77007,7300999984;174173,620099999;F12a; ;Living street; ;Tag:highway%3Dliving_street;maxspeed;20; 
2629012;9/1/2021;1741567;1227802;9/16/2021;207049,2601;199505,9901;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2635457;9/10/2021;1744996;1203885;9/16/2021;102565,460500002;193969,520500001;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2635480;9/3/2021;1745008;1204598;9/16/2021;102478,103100002;194113,2663;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2637742;9/3/2021;1746177;1229590;9/16/2021;102478,103100002;194113,2663;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2637902;9/16/2021;1746258;1229613;9/16/2021;77140,9301000014;174433,410100002;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2637926;9/16/2021;1746270;1229620;9/16/2021;76975,2300999984;174313,5101;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2638038;9/16/2021;1746343;1229662;9/16/2021;77001,4900999963;174178,2601;F12b; ;End of Living street; ;Tag:highway%3Dliving_street; ; ; 
2600758;9/1/2021;1724808;1222668;9/16/2021;30749,3751000017;200536,375100002;F19; ;One-way street; ;Key:oneway; ; ;1
2626456;8/26/2021;1740005;1227346;9/16/2021;173908,625100002;182582,906300001;F19; ;One-way street; ;Key:oneway; ; ;1
2627117;8/29/2021;1740382;1227469;9/16/2021;176752,271899998;181922,210299999;F19; ;One-way street; ;Key:oneway; ; ;1
2627126;8/29/2021;1740386;1227471;9/16/2021;175975,146899998;183732,335299999;F19; ;One-way street; ;Key:oneway; ; ;1
2627128;8/29/2021;1740388;1227473;9/16/2021;176006,521899998;183848,897700001;F19; ;One-way street; ;Key:oneway; ; ;1
2627130;8/29/2021;1740389;1227474;9/16/2021;176006,521899998;183844,147700001;F19; ;One-way street; ;Key:oneway; ; ;1
2627167;8/29/2021;1740411;1227481;9/16/2021;176090,8345;183843,085299999;F19; ;One-way street; ;Key:oneway; ; ;1
2627349;8/30/2021;1740509;1227539;9/16/2021;174845,250100002;182674,968699999;F19; ;One-way street; ;Key:oneway; ; ;1
2628435;8/30/2021;1741214;1227646;9/16/2021;176597,781300001;181929,4375;F19; ;One-way street; ;Key:oneway; ; ;1
2633449;9/10/2021;1743960;1228773;9/16/2021;88202,8300999999;202500,450100001;F19; ;One-way street; ;Key:oneway; ; ;1
2633702;9/10/2021;1744026;1228793;9/16/2021;88167,813699998;202513,586300001;F19; ;One-way street; ;Key:oneway; ; ;1
2633814;9/10/2021;1744062;1228802;9/16/2021;88131,2512999997;202516,523699999;F19; ;One-way street; ;Key:oneway; ; ;1
2633825;9/10/2021;1744066;1228801;9/16/2021;88029,063699998;202522,398699999;F19; ;One-way street; ;Key:oneway; ; ;1
2637791;8/24/2021;1746196;1212939;9/16/2021;107421,463699996;191509,5645;F19; ;One-way street; ;Key:oneway; ; ;1
2637925;9/16/2021;1746269;1229619;9/16/2021;77013,9900999963;174285,820099998;F19; ;One-way street; ;Key:oneway; ; ;1
2638023;9/16/2021;1746335;1229658;9/16/2021;77061,7000999972;174247,480099998;F19; ;One-way street; ;Key:oneway; ; ;1
2638032;9/16/2021;1746339;1229661;9/16/2021;77007,7300999984;174173,620099999;F19; ;One-way street; ;Key:oneway; ; ;1
2621934;8/19/2021;1737330;1226416;9/16/2021;250062,375100002;161394,750100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2625305;8/25/2021;1739363;1227104;9/16/2021;41872,7968999967;209876,484499998;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2627735;8/31/2021;1740744;1227613;9/16/2021;49254,1850999966;167253,000100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2627738;8/29/2021;1740746;1227614;9/16/2021;49224,1850999966;167348,500100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2628336;8/30/2021;1741140;806584;9/16/2021;82236,0100999996;193106,883099999;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2628405;8/30/2021;1741197;1227643;9/16/2021;82653,320100002;192754,840100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2628611;8/31/2021;1741331;1227678;9/16/2021;31542,9201000035;197682,250100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2629014;9/1/2021;1741568;1227800;9/16/2021;207048,2601;199517,2401;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2629046;8/31/2021;1741586;1227810;9/16/2021;81526,9100999981;192321,5601;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2629359;8/31/2021;1741718;1227863;9/16/2021;80022,5301000029;197373,930100001;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2629394;8/31/2021;1741740;1227879;9/16/2021;79369,2201000005;197220,020100001;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2630184;9/2/2021;1742232;1228102;9/16/2021;82680,2000999972;193315,160100002;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2630206;9/2/2021;1742261;1228117;9/16/2021;80940,6600999981;196078,680100001;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2630360;9/2/2021;1742359;1228150;9/16/2021;79819,620099999;195300,700100001;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2637301;9/15/2021;1745959;1229509;9/16/2021;156759,770099998;229832,270100001;F45;Geen;No exit;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit;yes; 
2627678;8/30/2021;1740696;1227599;9/16/2021;81956,9301000014;192346,550099999;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2627712;8/30/2021;1740724;1227608;9/16/2021;82136,9100999981;192466,190099999;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2628324;8/31/2021;1741133;806650;9/16/2021;81887,7960999981;192909,347100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2628425;8/30/2021;1741208;1227645;9/16/2021;82577,7700999975;192757,430100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2628478;8/31/2021;1741242;806468;9/16/2021;82601,6771000028;193043,439100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2629067;8/31/2021;1741602;806510;9/16/2021;80758,7880999967;196618,498100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2629999;9/2/2021;1742055;806711;9/16/2021;85184,7290999964;193257,586100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2630926;9/3/2021;1742588;1228243;9/16/2021;151752,460100003;226975,0801;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2631662;8/23/2021;1743058;1228425;9/16/2021;69129,0324999988;211916,8125;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2633110;8/18/2021;1743854;991426;9/16/2021;70513,3751000017;210868,0625;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2636838;9/15/2021;1745705;1229416;9/16/2021;159601,000100002;205408,790100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2637893;9/16/2021;1746252;1229610;9/16/2021;77147,620099999;174467,430100001;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2638020;9/16/2021;1746333;1229657;9/16/2021;77067,3800999969;174236,1701;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
