TaskID,TaskLink,ChallengeID,ChallengeLink,TaskName,TaskStatus,TaskPriority,MappedOn,CompletionTime,Mapper,ReviewStatus,Reviewer,ReviewedAt,ReviewTimeSeconds,AdditionalReviewers,Comments,BundleId,IsBundlePrimary,Tags
120115449,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115449]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630162","Fixed","High",2021-11-14T17:56:01.275+01:00,6435,"Thibault Rommel",,"",,"","","","","",""
120115450,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115450]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630167","Fixed","High",2021-11-14T17:58:30.532+01:00,7437,"Thibault Rommel",,"",,"","","","","",""
120115447,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115447]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630152","Fixed","High",2021-11-14T17:55:54.543+01:00,154167,"Thibault Rommel",,"",,"","","","","",""
120115452,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115452]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630179","Fixed","High",2021-11-14T17:58:19.107+01:00,98517,"Thibault Rommel",,"",,"","","","","",""
120115453,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115453]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630187","Already_Fixed","High",2021-11-14T16:44:24.968+01:00,18127,"L'imaginaire",,"",,"","","","","",""
120115454,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115454]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630188","Already_Fixed","High",2021-11-14T16:44:06.702+01:00,48394,"L'imaginaire",,"",,"","","","","",""
120115455,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115455]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630237","Fixed","High",2021-11-14T17:48:49.201+01:00,8935,"Thibault Rommel",,"",,"","","","","",""
120115456,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115456]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630448","Fixed","High",2021-11-14T17:48:40.123+01:00,247414,"Thibault Rommel",,"",,"","","","","",""
120115457,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115457]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638723","Already_Fixed","High",2021-11-14T16:35:52.341+01:00,68860,"Thibault Rommel",,"",,"","","","","",""
120115458,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115458]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627686","Fixed","High",2021-11-14T17:26:44.082+01:00,1089319,"Thibault Rommel",,"",,"","","","","",""
120115459,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115459]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630012","Fixed","High",2021-11-14T18:03:45.428+01:00,273500,"Thibault Rommel",,"",,"","","","","",""
120115461,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115461]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629902","Fixed","High",2021-11-14T16:33:34.247+01:00,108693,"joost schouppe",,"",,"","","","","",""
120115462,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115462]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2633960","Fixed","High",2021-11-14T18:13:13.789+01:00,41234,"Thibault Rommel",,"",,"","","","","",""
120115463,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115463]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2634041","Fixed","High",2021-11-14T18:14:48.542+01:00,94570,"Thibault Rommel",,"",,"","","","","",""
120115464,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115464]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627094","Already_Fixed","High",2021-11-14T16:41:52.995+01:00,91589,"L'imaginaire",,"",,"","","","","",""
120115469,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115469]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628817","Fixed","High",2021-11-15T22:10:08.408+01:00,270504,"joost schouppe",,"",,"","","","","",""
120115466,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115466]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630894","Already_Fixed","High",2021-11-14T16:43:02.813+01:00,69653,"L'imaginaire",,"",,"","","","","",""
120115467,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115467]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2624791","Fixed","High",2021-11-14T19:11:06.142+01:00,528942,"Thibault Rommel",,"",,"","","","","",""
120115468,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115468]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627102","Fixed","High",2021-11-15T22:05:37.674+01:00,257298,"joost schouppe",,"",,"","","","","",""
120115471,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115471]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629070","Fixed","High",2021-11-14T17:50:38.273+01:00,108942,"Thibault Rommel",,"",,"","","L'imaginaire: De verkeersbordendatabank toont hier een ander verkeersbord dan wat te zien is op Mapillary","","",""
120115472,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115472]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629292","Fixed","High",2021-11-14T17:28:26.681+01:00,8363,"Thibault Rommel",,"",,"","","","","",""
120115473,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115473]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629617","Fixed","High",2021-11-14T19:16:50.012+01:00,7314,"Thibault Rommel",,"",,"","","","","",""
120115470,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115470]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628849","Fixed","High",2021-11-14T22:17:35.450+01:00,90381,"Thibault Rommel",,"",,"","","","","",""
120115476,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115476]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630408","Fixed","High",2021-11-14T17:44:32.470+01:00,71958,"Thibault Rommel",,"",,"","","Thibault Rommel: verkeerd onderbord","","",""
120115477,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115477]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2631776","Fixed","High",2021-11-14T17:24:55.113+01:00,614007,"joost schouppe",,"",,"","","","","",""
120115478,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115478]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2631780","Not_An_Issue","High",2021-11-14T17:27:18.219+01:00,62293,"joost schouppe",,"",,"","","joost schouppe: fout ""einde zone 50"" bord","","",""
120115475,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115475]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630328","Fixed","High",2021-11-14T17:37:41.579+01:00,258064,"Thibault Rommel",,"",,"","","Thibault Rommel: opstelling illegaal geplaatst, volgorde borden klopt niet, onderbord M2 volledig overbodig - gemapt zoals de wegbeheerder wil bedoelen","","",""
120115481,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115481]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2633209","Fixed","High",2021-11-14T18:19:56.574+01:00,307874,"Thibault Rommel",,"",,"","","","","",""
120115482,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115482]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635406","Fixed","High",2021-11-14T18:33:13.682+01:00,4036,"Thibault Rommel",,"",,"","","","","",""
120115483,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115483]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635413","Fixed","High",2021-11-14T18:35:08.177+01:00,3615,"Thibault Rommel",,"",,"","","","","",""
120115480,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115480]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2633206","Fixed","High",2021-11-14T18:20:10.634+01:00,13871,"Thibault Rommel",,"",,"","","","","",""
120115485,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115485]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635439","Fixed","High",2021-11-14T18:31:02.790+01:00,298842,"Thibault Rommel",,"",,"","","","","",""
120115486,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115486]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635446","Fixed","High",2021-11-14T18:33:04.535+01:00,4626,"Thibault Rommel",,"",,"","","","","",""
120115487,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115487]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635458","Fixed","High",2021-11-14T18:35:04.413+01:00,110600,"Thibault Rommel",,"",,"","","","","",""
120115484,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115484]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635423","Fixed","High",2021-11-14T18:33:09.502+01:00,4824,"Thibault Rommel",,"",,"","","","","",""
120115490,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115490]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636802","Already_Fixed","High",2021-11-15T22:16:41.649+01:00,14323,"joost schouppe",,"",,"","","","","",""
120115491,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115491]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636806","Already_Fixed","High",2021-11-15T22:16:27.108+01:00,32956,"joost schouppe",,"",,"","","","","",""
120115492,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115492]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637740","Fixed","High",2021-11-14T18:31:59.198+01:00,56264,"Thibault Rommel",,"",,"","","","","",""
120115489,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115489]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636799","Fixed","High",2021-11-14T19:50:37.366+01:00,1295754,"Thibault Rommel",,"",,"","","Thibault Rommel: belachelijk slechte opschriften","","",""
120115496,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115496]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2621910","Fixed","High",2021-11-17T13:13:34.903+01:00,107408,"joost schouppe",,"",,"","","","","",""
120115494,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115494]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2586905","Already_Fixed","High",2021-11-14T16:34:43.253+01:00,116334,"Thibault Rommel",,"",,"","","","","",""
120115495,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115495]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2620342","Fixed","High",2021-11-17T13:02:28.015+01:00,151534,"joost schouppe",,"",,"","","","","",""
120115497,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115497]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2621915","Fixed","High",2021-11-17T13:16:39.713+01:00,166934,"joost schouppe",,"",,"","","","","",""
120115499,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115499]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626619","Already_Fixed","High",2021-11-14T19:17:11.059+01:00,20895,"Thibault Rommel",,"",,"","","","","",""
120115500,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115500]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626625","Already_Fixed","High",2021-11-14T19:17:15.283+01:00,4095,"Thibault Rommel",,"",,"","","","","",""
120115501,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115501]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627006","Already_Fixed","High",2021-11-15T12:04:55.065+01:00,28332,"joost schouppe",,"",,"","","","","",""
120115498,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115498]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626378","Fixed","High",2021-11-14T18:41:16.084+01:00,77814,"Thibault Rommel",,"",,"","","","","",""
120115504,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115504]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627115","Already_Fixed","High",2021-11-15T21:54:22.840+01:00,47821,"joost schouppe",,"",,"","","","","",""
120115505,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115505]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627271","Already_Fixed","High",2021-11-15T12:08:15.795+01:00,31245,"joost schouppe",,"",,"","","","","",""
120115506,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115506]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627297","Already_Fixed","High",2021-11-15T22:01:20.204+01:00,382425,"joost schouppe",,"",,"","","","","",""
120115503,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115503]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627009","Already_Fixed","High",2021-11-15T12:05:28.556+01:00,4249,"joost schouppe",,"",,"","","","","",""
120115511,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115511]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628325","Already_Fixed","High",2021-11-15T12:05:24.172+01:00,28965,"joost schouppe",,"",,"","","","","",""
120115508,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115508]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627371","Fixed","High",2021-11-14T17:38:51.906+01:00,6095,"joost schouppe",,"",,"","","","","",""
120115509,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115509]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627373","Not_An_Issue","High",2021-11-14T17:38:45.419+01:00,409965,"joost schouppe",,"",,"","","joost schouppe: relevante borden ten zuiden van hier zijn niet mee aangepast","","",""
120115510,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115510]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627504","Already_Fixed","High",2021-11-14T16:57:20.978+01:00,273970,"Thibault Rommel",,"",,"","","","","",""
120115513,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115513]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628535","Already_Fixed","High",2021-11-14T22:19:37.292+01:00,7338,"Thibault Rommel",,"",,"","","","","",""
120115514,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115514]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628933","Fixed","High",2021-11-14T22:19:07.667+01:00,92075,"Thibault Rommel",,"",,"","","","","",""
120115515,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115515]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628994","Fixed","High",2021-11-14T17:11:11.130+01:00,7080,"joost schouppe",,"",,"","","","","",""
120115512,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115512]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628475","Already_Fixed","High",2021-11-14T22:19:29.821+01:00,22025,"Thibault Rommel",,"",,"","","","","",""
120115518,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115518]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629006","Fixed","High",2021-11-15T12:04:26.516+01:00,57702,"joost schouppe",,"",,"","","","","",""
120115519,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115519]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629781","Fixed","High",2021-11-14T19:12:10.271+01:00,63676,"Thibault Rommel",,"",,"","","","","",""
120115520,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115520]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630075","Fixed","High",2021-11-14T17:43:09.270+01:00,61654,"Thibault Rommel",,"",,"","","","","",""
120115517,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115517]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629000","Already_Fixed","High",2021-11-14T17:14:34.133+01:00,202815,"joost schouppe",,"",,"","","","","",""
120115525,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115525]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630352","Already_Fixed","High",2021-11-14T17:31:19.707+01:00,33087,"Thibault Rommel",,"",,"","","","","",""
120115522,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115522]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630097","Already_Fixed","High",2021-11-14T17:42:07.491+01:00,8924,"Thibault Rommel",,"",,"","","","","",""
120115523,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115523]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630100","Already_Fixed","High",2021-11-14T17:41:58.428+01:00,23031,"Thibault Rommel",,"",,"","","","","",""
120115524,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115524]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630189","Fixed","High",2021-11-14T16:48:04.494+01:00,219376,"L'imaginaire",,"",,"","","","","",""
120115527,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115527]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2634018","Fixed","High",2021-11-14T21:29:02.229+01:00,569912,"Thibault Rommel",,"",,"","","","","",""
120115528,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115528]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635782","Fixed","High",2021-11-14T18:43:32.101+01:00,5442,"Thibault Rommel",,"",,"","","","","",""
120115529,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115529]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636627","Fixed","High",2021-11-15T22:23:44.027+01:00,422157,"joost schouppe",,"",,"","","","","",""
120115526,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115526]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2631872","Fixed","High",2021-11-14T21:29:10.538+01:00,8094,"Thibault Rommel",,"",,"","","","","",""
120115534,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115534]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638013","Fixed","High",2021-11-17T13:29:50.316+01:00,5366,"joost schouppe",,"",,"","","","","",""
120115531,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115531]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637190","Already_Fixed","High",2021-11-16T10:44:14.402+01:00,127536,"joost schouppe",,"",,"","","","","",""
120115532,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115532]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637210","Fixed","High",2021-11-15T22:23:51.546+01:00,7318,"joost schouppe",,"",,"","","","","",""
120115533,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115533]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637907","Fixed","High",2021-11-17T13:29:11.563+01:00,5892,"joost schouppe",,"",,"","","","","",""
120115537,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115537]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638454","Fixed","High",2021-11-14T21:53:16.936+01:00,73733,"Thibault Rommel",,"",,"","","","","",""
120115538,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115538]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628996","Already_Fixed","High",2021-11-14T17:14:40.939+01:00,6521,"joost schouppe",,"",,"","","","","",""
120115539,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115539]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630081","Fixed","High",2021-11-14T17:43:20.361+01:00,10968,"Thibault Rommel",,"",,"","","","","",""
120115536,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115536]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638450","Fixed","High",2021-11-14T21:55:26.408+01:00,129321,"Thibault Rommel",,"",,"","","","","",""
120115541,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115541]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635691","Fixed","High",2021-11-14T18:43:26.506+01:00,87510,"Thibault Rommel",,"",,"","","","","",""
120115542,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115542]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628327","Fixed","High",2021-11-14T17:28:18.175+01:00,93920,"Thibault Rommel",,"",,"","","","","",""
120115543,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115543]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637303","Fixed","High",2021-11-14T22:08:14.625+01:00,108627,"Thibault Rommel",,"",,"","","","","",""
120115540,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115540]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2634024","Fixed","High",2021-11-14T21:29:16.169+01:00,5467,"Thibault Rommel",,"",,"","","","","",""
120115545,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115545]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2632919","Fixed","High",2021-11-14T18:09:14.280+01:00,14209,"Thibault Rommel",,"",,"","","","","",""
120115546,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115546]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2632920","Fixed","High",2021-11-14T18:08:59.932+01:00,9756,"Thibault Rommel",,"",,"","","","","",""
120115547,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115547]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2622164","Fixed","High",2021-11-17T13:11:43.512+01:00,555319,"joost schouppe",,"",,"","","","","",""
120115548,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115548]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637279","Fixed","High",2021-11-14T22:16:04.861+01:00,470102,"Thibault Rommel",,"",,"","","","","",""
120115433,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115433]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637930","Already_Fixed","High",2021-11-14T16:45:24.429+01:00,8438,"Thibault Rommel",,"",,"","","","","",""
120115442,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115442]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628438","Fixed","High",2021-11-14T19:22:49.526+01:00,295584,"Thibault Rommel",,"",,"","","","","",""
120115451,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115451]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630177","Fixed","High",2021-11-14T17:58:22.932+01:00,3628,"Thibault Rommel",,"",,"","","","","",""
120115460,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115460]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630111","Fixed","High",2021-11-14T17:40:47.741+01:00,168388,"Thibault Rommel",,"",,"","","","","",""
120115544,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115544]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2622093","Fixed","High",2021-11-17T13:18:11.204+01:00,91355,"joost schouppe",,"",,"","","","","",""
120115465,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115465]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630790","Already_Fixed","High",2021-11-14T16:43:18.175+01:00,15213,"L'imaginaire",,"",,"","","","","",""
120115446,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115446]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629229","Fixed","High",2021-11-14T16:51:41.150+01:00,97574,"Thibault Rommel",,"",,"","","","","",""
120115362,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115362]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2625236","Fixed","High",2021-11-14T21:18:32.171+01:00,86323,"Thibault Rommel",,"",,"","","","","",""
120115370,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115370]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627179","Fixed","High",2021-11-15T12:15:56.132+01:00,96225,"joost schouppe",,"",,"","","","","",""
120115419,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115419]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2625261","Fixed","High",2021-12-03T10:09:32.909+01:00,3888135,"joost schouppe",,"",,"","","Thibault Rommel: plaatsing onduidelijk","","",""
120115424,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115424]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627321","Fixed","High",2021-11-14T22:25:49.146+01:00,289180,"Thibault Rommel",,"",,"","","","","",""
120115474,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115474]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629815","Fixed","High",2021-11-14T19:16:42.530+01:00,272129,"Thibault Rommel",,"",,"","","","","",""
120115488,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115488]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635478","Already_Fixed","High",2021-11-14T18:32:20.011+01:00,20630,"Thibault Rommel",,"",,"","","","","",""
120115493,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115493]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637795","Fixed","High",2021-11-14T18:53:18.245+01:00,320240,"Thibault Rommel",,"",,"","","","","",""
120115502,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115502]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627008","Fixed","High",2021-11-14T19:26:07.976+01:00,198272,"Thibault Rommel",,"",,"","","","","",""
120115507,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115507]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627319","Already_Fixed","High",2021-11-14T22:26:04.639+01:00,15353,"Thibault Rommel",,"",,"","","","","",""
120115516,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115516]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628995","Fixed","High",2021-11-14T17:11:03.877+01:00,120445,"joost schouppe",,"",,"","","","","",""
120115521,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115521]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630095","Already_Fixed","High",2021-11-14T17:37:59.219+01:00,17411,"Thibault Rommel",,"",,"","","","","",""
120115530,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115530]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636741","Already_Fixed","High",2021-11-16T10:44:49.777+01:00,35219,"joost schouppe",,"",,"","","","","",""
