;id_aanzicht;opinion;bordcode;latitude;longitude;parameters;name;datum_plaatsing;id
3152;1919154;1.0;C1 | GV | M11 | F34b2 | FtsRt;51.049833643150826;3.7303939932340153;,,UITGEZONDERD,BUS|S148,Oost-West Route,S301,Sint-Amandsberg|LF 5a,Fietsroute,Vlaanderen,sy-S301;One-way street|Only applies to link road;07/09/2022;2947932
3153;1919159;1.0;C1 | GV | M11;51.04861936728778;3.731242445435629;,,UITGEZONDERD,BUS;One-way street|Only applies to link road;07/09/2022;2947945
3154;1919161;1.0;C1 | GV | M11;51.051170849325075;3.728968537526654;,,UITGEZONDERD,BUS;One-way street|Only applies to link road;07/09/2022;2947951
3155;1919164;1.0;B1 | M2;51.051382517434455;3.728906787870108;;Give way|Except for bicycles;07/09/2022;2947957
3157;1919170;1.0;F19 | M17;51.05021848867658;3.7302256396586246;;One-way street;07/09/2022;2947974
3158;1919173;1.0;F19 | M17;51.04856450520242;3.73151510831841;;One-way street;14/09/2022;2947979
3160;1919177;1.0;F19 | M4 | E9b (zone);51.05131727172217;3.729029119394255;;One-way street|Not oneway for bicycles;07/09/2022;2947989
3161;1919180;1.0;F19 | M17;51.05099234455833;3.727784061634812;;One-way street;19/08/2022;2947995
3166;1919189;1.0;F19 | M17 Klein;51.051049730827614;3.7273622235158834;;One-way street;19/08/2022;2948016
3167;1919191;1.0;C1 | M11;51.04707460798716;3.718571393302167;;One-way street|Only applies to link road;26/08/2022;2948020
3170;1919199;2.0;B1 | F111 | F13 | F12b;51.052030629653565;3.7269702053967744;ZONE,gent-20161017-c3,sy-vsd-3-3-212,S148,S147,UITGEZONDERD,A, P,Uitgezonderd,vergunninghouders;Give way|Bicycle road|End of Living street;29/08/2022;2948039
3171;1919204;1.0;B1 | F111 (zone);51.05509988963951;3.708586619072826;;Give way;31/08/2022;2948055
3172;1919206;1.0;C1 | M11;51.05248854122717;3.727177966845362;;One-way street|Only applies to link road;29/08/2022;2948059
3173;1919208;1.0;F19 | M17 Klein | E1 | GXd;51.051850602054905;3.714018830342256;;One-way street|No Parking;12/09/2022;2948067
3175;1919214;1.0;C1 | M11 | F113;51.05188559703502;3.7268893435211723;;One-way street|Only applies to link road;19/08/2022;2948081
3177;1919238;1.0;B1;51.036302372184316;3.758310933317103;;Give way;07/09/2022;2948127
3178;1919240;1.0;C29;51.036217834042596;3.7582548341290445;3,90;Height limit;07/09/2022;2948131
3180;1919245;1.0;F4b | B1;51.03673031092116;3.7596185847670323;;End of speed limit zone|Give way;07/09/2022;2948141
3182;1919249;1.0;B17 | F4a;51.03740274243998;3.763137501842057;;Speed limit zone;07/09/2022;2948147
3183;1919250;1.0;C11;51.035902292421206;3.7575037404072593;;Bicycles prohibited;07/09/2022;2948148
3184;1919253;1.0;B1;51.035708732835595;3.757472133171731;;Give way;07/09/2022;2948152
3186;1919256;1.0;C1;51.035655840045024;3.756590349655606;;One-way street;07/09/2022;2948155
3188;1919260;1.0;F19 | C21 | GIV;51.03577432829151;3.7569558099366973;3|,PLAATSELIJK,VERKEER,UITGEZONDERD;One-way street|Weight limit;07/09/2022;2948163
3193;1919272;1.0;F4a | F13 rh 600x900;51.035779500088495;3.756869771724766;;Speed limit zone;07/09/2022;2948184
3194;1919280;1.0;C43;51.017950216015656;5.751108221639138;Neen,50;Speed limit;01/09/2022;2948199
3195;1919333;1.0;F19;51.22888606998361;3.1906991482540605;;One-way street;15/09/2022;2948298
3198;1919357;1.0;C43;50.80462481475565;4.963509247443822;Neen,50;Speed limit;09/08/2022;2948330
3199;1919358;1.0;C43;50.80486426614776;4.963269322679454;Neen,50;Speed limit;09/08/2022;2948331
3200;1919359;1.0;C43;50.80481770543627;4.968431084368997;Neen,50;Speed limit;09/08/2022;2948332
3201;1919360;1.0;C43;50.80492431343744;4.968021016214664;Neen,50;Speed limit;09/08/2022;2948333
3202;1919361;1.0;C43;50.80412385757822;4.973116338701685;Neen,50;Speed limit;09/08/2022;2948334
3203;1919362;1.0;C43;50.804465872775204;4.973039161355877;Neen,50;Speed limit;09/08/2022;2948335
3204;1919363;1.0;C43;50.803570702479426;4.973822111570722;Neen,50;Speed limit;09/08/2022;2948336
3205;1919364;1.0;C43;50.80334237314024;4.9736453846101805;Neen,50;Speed limit;09/08/2022;2948337
3206;1919365;1.0;C43;50.80224626264569;4.973517786075801;Neen,50;Speed limit;09/08/2022;2948338
3207;1919366;1.0;C43;50.8023559932792;4.973811793055816;Neen,50;Speed limit;09/08/2022;2948339
3208;1919367;1.0;C43;50.80144303096542;4.973035761075116;Neen,50;Speed limit;09/08/2022;2948340
3209;1919368;1.0;C43;50.79945081705212;4.9720761146702195;Neen,50;Speed limit;09/08/2022;2948341
3210;1919369;1.0;C43;50.801559284980094;4.973372404359882;Neen,50;Speed limit;09/08/2022;2948342
3211;1919371;1.0;C43;50.80055261772365;4.9724621975833285;Neen,50;Speed limit;09/08/2022;2948346
3212;1919409;1.0;C3 | GIV | M3bis;51.05006158683644;3.730241697311814;UITGEZONDERD ,VERGUNNINGHOUDERS|S148,S147,UITGEZONDERD,   ;All vehicles prohibited;08/09/2022;2948413
3213;1919410;1.0;C3 | GIV | M3bis;51.05006158683644;3.730241697311814;UITGEZONDERD BUS, TAXI EN,PRIORITAIRE VOERTUIGEN|S148,S147,UITGEZONDERD,   ;All vehicles prohibited;08/09/2022;2948416
3214;1919411;1.0;F19 | M18;51.049943096658055;3.7305301826516617;;One-way street;14/09/2022;2948418
3216;1919417;1.0;C1 | GV | M11;51.04865725767888;3.7313755851744346;,,UITGEZONDERD,BUS;One-way street|Only applies to link road;08/09/2022;2948432
3217;1919423;1.0;C1 | GV | M11;51.051170849325075;3.728968537526654;,,UITGEZONDERD,BUS;One-way street|Only applies to link road;07/09/2022;2948445
3218;1919427;1.0;C1 | GV | M11;51.05143020481831;3.7286681184413966;,,UITGEZONDERD,BUS;One-way street|Only applies to link road;01/09/2022;2948455
3220;1919437;1.0;F19 | M17 Klein;51.051049730827614;3.7273622235158834;;One-way street;19/08/2022;2948476
3221;1919440;2.0;C3 | GIII | F12a | F113;51.05229483602074;3.7250969339764923;UITGEZONDERD,,en vergunninghouders,van 18u - 11u,S148,S147,A, P;All vehicles prohibited|Living street;08/09/2022;2948486
3222;1919441;2.0;F111 | F12b;51.05229483602074;3.7250969339764923;;Bicycle road|End of Living street;08/09/2022;2948488
3229;1919554;1.0;B1 | IV1;51.11774531223731;3.3214052247581183;;Give way;15/09/2022;2948687
3237;1919904;1.0;B5;50.883642107706805;4.717247758288463;;Stop sign;19/09/2022;2949329
3239;1920040;1.0;C1 | M11;51.050575468984;3.7279350062758185;;One-way street|Only applies to link road;29/08/2022;2949561
3240;1920046;1.0;F19 | M17;51.05306430734594;3.7259239405201203;;One-way street;29/08/2022;2949575
3241;1920049;1.0;C1 | M11;51.0517172580303;3.725748045820434;;One-way street|Only applies to link road;29/08/2022;2949581
3242;1920061;2.0;B1 | F13 | F12b | F111;51.05226572296699;3.7256808306427054;ZONE,gent-20161017-c3,sy-vsd-3-3-212,S148,S147,UITGEZONDERD,A, P,Uitgezonderd,vergunninghouders;Give way|End of Living street|Bicycle road;29/08/2022;2949612
3244;1920075;2.0;B1 | F111 | E9a | GVII | GXb;51.05208502884571;3.725777983297148;BEWONERS;Give way|Bicycle road|Parking;29/08/2022;2949648
3245;1920077;1.0;F19 | M18;51.05953337612611;3.743170192247123;;One-way street;19/09/2022;2949651
3246;1920079;1.0;C1 | M12;51.058512844961534;3.7417564253764315;;One-way street;19/09/2022;2949655
3248;1920081;1.0;F19 | M18;51.06088338957139;3.741831110211387;;One-way street;19/09/2022;2949659
3249;1920083;1.0;C1 | M12;51.060292243653365;3.7424292221216704;;One-way street;19/09/2022;2949662
3250;1920084;1.0;F19 | M18;51.05845635602482;3.7419203770116045;;One-way street;19/09/2022;2949664
3251;1920085;1.0;C1 | M12;51.059425790255816;3.743279867238849;;One-way street;19/09/2022;2949666
