id;traffic_sign_code;extra_text;traffic_sign_description;date_installed;locatie_x;locatie_y
2798204;M2 | C1; ;Except for bicycles | One-way street;6/1/2022;62501,695;182550,211
2800397;F4b; ;End of speed limit zone;6/1/2022;63030,625;182241,562
2802772;M12 | GIV | C3 | GIII | A51;UITGEZONDERD LANDBOUWVOERTUIGEN | TRACTORSLUIS;All vehicles prohibited | General danger;6/1/2022;136165,469;201145,344
2802777;M12 | GIV | C3 | GIII | A51;UITGEZONDERD LANDBOUWVOERTUIGEN | TRACTORSLUIS;All vehicles prohibited | General danger;6/1/2022;136150,219;201159,344
2802778;F45b; ;No exit, except for bicycle;6/1/2022;136074,719;200466,094
2802779;F45b; ;No exit, except for bicycle;6/1/2022;135565,469;202722,594
2805337;C43;50;Speed limit;6/1/2022;167371,057;193346,328
2808313;C43 (zone) | F3b;"C43,[""400"",""Neen"",""50""],";Speed limit;6/5/2022;139006,812;206047
2808318;C43 (zone) | F3b;"C43,[""400"",""Neen"",""50""],";Speed limit;6/5/2022;138766,75;205757
2809202;C43 (zone);"C43,[""400"",""Neen"",""50""],";Speed limit;6/2/2022;139004,125;202712,375
2816270;C43 (zone);"C43,[""400"",""Neen"",""50""],";Speed limit;6/6/2022;138412,375;205155,875
2824400;F111; ;Bicycle road;5/31/2022;157693,791;161776,198
2824616;C1 | M12; ;One-way street;5/31/2022;157651,057;161911,473
2824628;C21;5;Weight limit;5/31/2022;157847,98;161242,717
2824644;A7a; ;Road narrows;5/31/2022;156238;161667,33
2824662;A7a | GIa;m,500;Road narrows;5/31/2022;156786,42;161312,41
2824679;F111; ;Bicycle road;5/31/2022;158268,285;161735,75
2825137;C1 | GIV;LOKAAL VERKEER UITGEZONDERD;One-way street;6/1/2022;157381,188;162137,156
2825812;B5; ;Stop sign;6/2/2022;243242,875;198803,813
2825963;F19; ;One-way street;6/2/2022;157525,008;161865,559
2825990;B1; ;Give way;6/2/2022;153224,27;178148,44
2826024;F111 | M12 | IVMS1;30;Bicycle road;6/2/2022;157727,443;161719,348
2826027;F111; ;Bicycle road;6/2/2022;157721,068;161731,598
2826235;C1 | B1 | M2; ;One-way street | Give way | Except for bicycles;6/2/2022;153837,5;177041
2828406;C43;50;Speed limit;6/7/2022;178674,125;224903,625
2828409;GIa | B1;m,150;Give way;6/7/2022;101079,067;176262,865
2828414;C43;50;Speed limit;6/7/2022;178896;225153,5
2828744;F19 | M18; ;One-way street;5/31/2022;104983,366;193399,093
2828939;GVIId | GVIId | F45b;Op ma,di,do en vrijdag van 8u tot 8u30 en van 15u tot 15u30 Op woensdag  van 8u tot 8u30 en van 11u5;No exit, except for bicycle;6/8/2022;157703,73;230060,93
2828945;GVIId | GVIId | F45b;Op ma,di,do en vrijdag Van 8u tot 8u30 en van 15u tot 15u30 op woensdag  van 8u tot 8u30 en van 11u5;No exit, except for bicycle;6/8/2022;157592,75;230256,42
2828953;GVIId | GVIId | F45b;Op ma,di,do en vrijdag van 8utot8u30 en van 15utot 15u30 op woensdag van 8u tot 8u30 en van 11u50 to;No exit, except for bicycle;6/8/2022;157541,69;230236,35
2829071;C1 | M12; ;One-way street;6/10/2022;62727,469;182651,406
2829076;F19 | M18; ;One-way street;6/10/2022;62725,344;182671,531
2829077;F4b; ;End of speed limit zone;6/10/2022;62756,562;182673,312
2829517;B1; ;Give way;6/9/2022;223144,527;178611,34
2829522;B1; ;Give way;6/9/2022;223102,589;178602,59
2829529;B9 | C43;50;Priority road | Speed limit;6/9/2022;223116,714;178590,371
2829536;B9 | C43;50;Priority road | Speed limit;6/9/2022;223160,277;178547,527
2829537;C43;50;Speed limit;6/9/2022;223199,402;178533,652
2829544;B1; ;Give way;6/9/2022;223135,652;178586,121
2829569;B1; ;Give way;6/9/2022;223100,496;178615,652
2829758;B1; ;Give way;6/9/2022;223125,933;178597,059
2829761;B11 | C43 | D7;50;Priority road ends | Speed limit;6/9/2022;223131,808;178592,996
2829774;B1; ;Give way;6/10/2022;167698,125;216390,25
2829778;B1; ;Give way;6/10/2022;245228,438;191476,188
2829779;B1; ;Give way;6/10/2022;168159,188;216687,063
2829782;B1 | IV1; ;Give way;6/10/2022;168151,625;216691,563
2829789;B1; ;Give way;6/10/2022;168529,813;217161,906
2829791;B1; ;Give way;6/10/2022;168522,563;217167,719
2829794;B1; ;Give way;6/10/2022;244676,25;191166,75
2829802;B9 | C43 | D7;50;Priority road | Speed limit;6/10/2022;223093,813;178621,25
2829818;B1; ;Give way;6/10/2022;223008,37;178688,21
2829831;B5 | D7 | F21; ;Stop sign | Go around;6/10/2022;223041,313;178660,375
2829837;C43 (zone);"C43,[""400"",""Neen"",""50""],";Speed limit;6/10/2022;223001,188;178656,25
2829843;B1 | C43 (zone);"C43,[""400"",""Neen"",""50""],";Give way | Speed limit;6/10/2022;223013,438;178655,062
2829854;B9 | C43 | D7;50;Priority road | Speed limit;6/10/2022;223021,188;178652,063
2829949;B9 | C35 | D7; ;Priority road | No overtaking;6/10/2022;163524,021;221365,556
2829962;C43 (zone);"C43,[""400"",""Neen"",""30""],";Speed limit;6/10/2022;163434,468;221273,679
2829963;B1; ;Give way;6/10/2022;163418,26;221265,77
2829970;B1; ;Give way;6/10/2022;163413,184;221276,892
2830018;B1; ;Give way;6/10/2022;162831,486;220811,801
2830026;B1; ;Give way;6/10/2022;162831,889;220800,207
2830038;B5; ;Stop sign;6/10/2022;168764,171;226673,496
2830044;C43 (zone);"C43,[""400"",""Neen"",""30""],";Speed limit;6/10/2022;168735,37;226719,19
2830178;B1; ;Give way;6/10/2022;174144,83;226556,23
2830180;B1; ;Give way;6/10/2022;173472,02;226450,77
2830241;B1; ;Give way;6/10/2022;171876,23;227126,38
2830242;B1; ;Give way;6/10/2022;171737,211;227124,718
2830244;B1; ;Give way;6/10/2022;171587,193;226979,474
2830248;B9 | M3; ;Priority road | Except for bicycles and mopeds;6/10/2022;171335,015;226671,269
2830249;B1; ;Give way;6/10/2022;171349,295;226684,238
2830271;B1; ;Give way;6/10/2022;171342,88;226644,82
2830279;B1; ;Give way;6/10/2022;171101,41;226509,275
2830289;B1; ;Give way;6/10/2022;171011,98;226491,65
2830298;B1; ;Give way;6/10/2022;171015,68;226477,37
2830304;B1; ;Give way;6/10/2022;171012,6;226462,11
2830348;B1; ;Give way;6/10/2022;170999,078;226453,875
2830351;B1; ;Give way;6/10/2022;170965,165;226458,282
2830370;B1; ;Give way;6/10/2022;170957,579;226486,279
2830377;B1; ;Give way;6/10/2022;170960,138;226472,966
2831178;F19 | M18; ;One-way street;6/30/2022;65690,25;200353,5
2831180;F19 | M18; ;One-way street;6/30/2022;65739,25;200322,25
2831185;C1 | M18; ;One-way street;6/30/2022;65732,5;200329
2831187;C1 | M18; ;One-way street;6/30/2022;65728,5;200321,5
2831191;F19 | M18; ;One-way street;6/30/2022;65666,75;200304,5
2831193;C1 | M18; ;One-way street;6/30/2022;65740,5;200396,5
2831441;F4b | D7; ;End of speed limit zone;6/10/2022;105151,776;191329,654
2831758;F19 | M12; ;One-way street;6/13/2022;156380,36;217806,29
2831798;C43;50;Speed limit;6/1/2022;28965,555;198607,377
2832479;C5-C7-C9 | GV;UITGEZONDERD BUS, TAXI,HUISVUILOPHALING,EN prioritaire voertuigen;Motorcars and motorcycles prohibited;6/14/2022;105145,668;193295,638
2832564;B1 | C43 (zone);"C43,[""400"",""Neen"",""50""],";Give way | Speed limit;6/15/2022;170287,95;226820,64
2832565;B1; ;Give way;6/15/2022;170261,35;226811,55
2832571;B1; ;Give way;6/15/2022;170103,5;226848,47
2832577;B1; ;Give way;6/15/2022;169699,303;227021,203
2832583;B1; ;Give way;6/15/2022;169708,877;227022,322
2832604;B1; ;Give way;6/15/2022;169791,653;226983,726
2832606;C11; ;Bicycles prohibited;6/15/2022;169756,72;226977,38
2832635;B1; ;Give way;6/15/2022;169725,079;226993,789
2832692;M2 | C1 | B1; ;Except for bicycles | One-way street | Give way;6/14/2022;156396,08;228483,26
2832834;M14 | D7 | C43 | B9;50;Speed limit | Priority road;6/15/2022;157357;188305,5
2832836;C3; ;All vehicles prohibited;6/15/2022;157371;188271,125
2833278;C23 (zone);"C23,[""400""],+7.5t UITGEZONDERD  PLAATSELIJK VERKEER EN LANDBOUWVOERTUIGEN 3.5km";Heavy goods vehicles prohibited;6/1/2022;61786,096;177473,62
2833477;F19 | M17; ;One-way street;6/15/2022;101243,309;190430,456
2833566;F4a; ;Speed limit zone;6/10/2022;104807,923;191210,762
2833669;F19 | M4; ;One-way street | Not oneway for bicycles;6/16/2022;155803,759;183845,984
2833675;C1 | M2; ;One-way street | Except for bicycles;6/16/2022;155812,087;183827
2833686;A7a; ;Road narrows;6/16/2022;65696,41;172524,52
2833712;C21 (zone) | GIa | C29;"C21,[""400"",7.5],UITGEZONDERD PLAATSELIJKE BEDIENING | m,100 | 3";Weight limit | Height limit;6/16/2022;69375,74;171030,82
2833760;C43;50;Speed limit;6/2/2022;216038,87;161186,292
2833761;C45;50;End of speed limit;6/2/2022;216047,62;161186,542
2833767;C43;90;Speed limit;6/16/2022;220349,637;168124,581
2833768;C45;90;End of speed limit;6/16/2022;220338,887;168124,206
2833872;F45b; ;No exit, except for bicycle;6/16/2022;160102,25;219947,6
2834091;B5; ;Stop sign;6/17/2022;168490,84;226335,97
2834093;B1; ;Give way;6/17/2022;168322,14;226170,813
2834117;B1; ;Give way;6/17/2022;167390,84;225414,15
2834219;C43 (zone);50;Speed limit;6/17/2022;202771,547;189309,344
2834227;B1 | C43 (zone); ;Give way | Speed limit;6/17/2022;202766,141;189307,203
2834240;C1; ;One-way street;6/17/2022;202881,672;189389,344
2834247;F19; ;One-way street;6/17/2022;202914,422;189402,219
2834251;A25; ;Bicycle crossing;6/17/2022;202929,047;189406,281
2834275;B1; ;Give way;6/17/2022;203040,047;189477,969
2834310;B1; ;Give way;6/17/2022;203010,203;189485,391
2834316;A25 | GIa;m,40;Bicycle crossing;6/17/2022;203080,094;189373,531
2834335;C43;50;Speed limit;6/16/2022;159093,14;178578,9
2834336;C43;50;Speed limit;6/16/2022;159086,32;178590,04
2834388;C43;50;Speed limit;6/16/2022;159685,68;178970,52
2834977;B1; ;Give way;6/2/2022;214305,544;181825,208
2835085;F4a; ;Speed limit zone;6/30/2022;35796,125;186796
2835086;F4b; ;End of speed limit zone;6/29/2022;35797,875;186800,125
2835091;F4b; ;End of speed limit zone;6/30/2022;36780,094;187058,375
2835092;F4a; ;Speed limit zone;6/30/2022;36778,344;187065,375
2835300;C3; ;All vehicles prohibited;6/20/2022;136060,406;203956,781
2835318;F87; ;Speed bump;6/20/2022;168591,3;203022,715
2835335;F50 | F87; ;Bicycle crossing | Speed bump;6/20/2022;168559,362;203051,715
2835935;B1; ;Give way;7/4/2022;106483,647;189042,983
2836786;F4b | F3a;,Gent;End of speed limit zone;6/21/2022;108897,843;197395,819
2836996;C3 | M12; ;All vehicles prohibited;6/22/2022;231657,545;191695,29
2837000;C3 | M12; ;All vehicles prohibited;6/22/2022;231663,983;191708,79
2837002;F45b; ;No exit, except for bicycle;6/22/2022;231867,733;191810,478
2837150;B1; ;Give way;6/20/2022;70623,5;207710
2837561;F19 | M18 | F12a; ;One-way street | Living street;6/15/2022;103469,062;196243,101
2837613;B1; ;Give way;6/22/2022;104259,425;191298,23
2837693;A23 | A14 | GIa;30m;School children crossing the way near school | Speed bump;6/22/2022;104273,453;191338,375
2837941;B9 | C35 | D7; ;Priority road | No overtaking;6/10/2022;163524,021;221365,556
2837947;B1; ;Give way;6/10/2022;173358,53;228240,9
2837948;B5; ;Stop sign;6/10/2022;171371,588;226691,411
2837989;B1; ;Give way;6/23/2022;167259,046;225191,409
2837990;B1; ;Give way;6/23/2022;165574,829;223446,69
2838013;C35 | B9; ;No overtaking | Priority road;6/23/2022;163451,66;221294,45
